830, 713
0.172475, 0.346340
0.652042, 0.079436
0.672986, 0.034921
0.718750, 0.033465
0.027562, 0.672283
0.760631, 0.041251
0.027507, 0.755321
0.717065, 0.063638
0.806788, 0.076605
0.324390, 0.294282
0.774329, 0.071175
0.345178, 0.209206
0.377292, 0.108393
0.408438, 0.109306
0.030319, 0.807586
0.493962, 0.791305
0.460721, 0.892477
0.500877, 0.892670
0.480950, 0.860937
0.799191, 0.107907
0.236106, 0.310285
0.224730, 0.725702
0.288873, 0.324055
0.969908, 0.585531
0.850072, 0.150408
0.906250, 0.038526
0.205917, 0.782091
0.487312, 0.824011
0.522777, 0.825554
0.554477, 0.758788
0.503057, 0.746573
0.471467, 0.739036
0.382618, 0.743889
0.425512, 0.713445
0.511104, 0.717683
0.357915, 0.542083
0.248383, 0.561857
0.301278, 0.541605
0.303282, 0.503052
0.329690, 0.530726
0.269910, 0.353078
0.305209, 0.354635
0.398543, 0.830339
0.970949, 0.629874
0.443519, 0.835478
0.425664, 0.792354
0.327828, 0.852148
0.057716, 0.821470
0.335776, 0.949438
0.400616, 0.967798
0.446754, 0.669782
0.430372, 0.638118
0.377533, 0.667382
0.412178, 0.667602
0.312623, 0.921796
0.475446, 0.677537
0.296113, 0.607316
0.186191, 0.384462
0.800055, 0.037587
0.859375, 0.054759
0.827769, 0.052895
0.842279, 0.098850
0.376631, 0.198551
0.405319, 0.187751
0.450200, 0.698457
0.299956, 0.948185
0.042117, 0.779228
0.340826, 0.913954
0.458840, 0.804631
0.445503, 0.865974
0.071349, 0.792434
0.301104, 0.894886
0.380711, 0.788932
0.431815, 0.752888
0.416414, 0.939178
0.356574, 0.872803
0.317080, 0.763677
0.403749, 0.767345
0.429218, 0.906957
0.384459, 0.907825
0.386847, 0.860751
0.351668, 0.825982
0.353299, 0.765210
0.333892, 0.795097
0.337387, 0.712511
0.295488, 0.837759
0.371434, 0.953061
0.416245, 0.874804
0.304769, 0.241241
0.933802, 0.969787
0.954375, 0.045625
0.590777, 0.057676
0.576029, 0.087693
0.553690, 0.058085
0.615157, 0.088287
0.550074, 0.027826
0.254968, 0.843098
0.742578, 0.079835
0.636831, 0.046011
0.579650, 0.120941
0.720430, 0.115117
0.770078, 0.121691
0.690744, 0.102097
0.742901, 0.136171
0.531771, 0.638894
0.496787, 0.656850
0.504325, 0.688470
0.549421, 0.599043
0.856375, 0.878774
0.687490, 0.069846
0.683095, 0.133597
0.611208, 0.137899
0.646070, 0.156602
0.419658, 0.302795
0.362114, 0.312631
0.431827, 0.340303
0.029241, 0.204381
0.399333, 0.358802
0.339194, 0.364300
0.430754, 0.204859
0.514046, 0.132061
0.541126, 0.154672
0.487562, 0.068100
0.490372, 0.104400
0.226430, 0.804274
0.519205, 0.083909
0.433326, 0.090558
0.209590, 0.829360
0.464107, 0.088175
0.278891, 0.868230
0.447535, 0.045074
0.521788, 0.039166
0.926786, 0.823549
0.877123, 0.030215
0.907933, 0.894159
0.878822, 0.897635
0.935042, 0.918703
0.970072, 0.919286
0.963606, 0.963606
0.876657, 0.734379
0.884032, 0.689656
0.888191, 0.657889
0.937623, 0.657288
0.921088, 0.690462
0.966841, 0.844368
0.960561, 0.689429
0.895597, 0.083560
0.962383, 0.728163
0.933426, 0.718414
0.968853, 0.659256
0.825526, 0.781949
0.788110, 0.757970
0.784012, 0.728857
0.827497, 0.724767
0.932416, 0.027813
0.826854, 0.754120
0.903208, 0.722929
0.906736, 0.771469
0.429858, 0.131936
0.382073, 0.165791
0.412383, 0.157922
0.961976, 0.084109
0.484375, 0.032332
0.392446, 0.052826
0.607993, 0.028900
0.969979, 0.764844
0.790179, 0.145046
0.874288, 0.763196
0.855188, 0.715011
0.917447, 0.858878
0.926618, 0.067120
0.954643, 0.887831
0.866558, 0.082904
0.421828, 0.062004
0.891461, 0.801268
0.848473, 0.797750
0.937260, 0.757700
0.884783, 0.842496
0.335589, 0.238614
0.238044, 0.243548
0.271889, 0.256362
0.190691, 0.567514
0.220624, 0.575776
0.190985, 0.615891
0.243395, 0.696027
0.276362, 0.688252
0.259475, 0.659847
0.153885, 0.591927
0.108979, 0.702152
0.134811, 0.552091
0.076128, 0.604673
0.113145, 0.586949
0.159483, 0.623962
0.109612, 0.627089
0.064585, 0.533048
0.106648, 0.664598
0.080918, 0.567158
0.331860, 0.027595
0.101371, 0.536400
0.141838, 0.651279
0.037668, 0.379670
0.264659, 0.627210
0.334694, 0.562586
0.148082, 0.383142
0.435818, 0.966517
0.489413, 0.922685
0.529728, 0.969606
0.290347, 0.723454
0.317662, 0.734295
0.283508, 0.756994
0.256576, 0.802260
0.294960, 0.795720
0.155368, 0.420571
0.301730, 0.665807
0.309032, 0.697196
0.339487, 0.673568
0.327991, 0.633770
0.328776, 0.600390
0.306339, 0.575061
0.274139, 0.582601
0.230996, 0.643084
